income,investment_percentage,goal,risk,return_rate,Goal_Feasibility,Duration_to_Achieve_Goal,Type_of_Goal
991769,49,medium,high,11.39062294,Feasible,12,Buy a motorcycle
984286,31,medium,high,11.8002073,Not Feasible,8,Build an emergency fund
851847,19,medium,low,2.257245084,Not Feasible,7,Travel abroad for holiday
756447,34,short,high,12.08176382,Not Feasible,14,Go on a vacation
850592,20,medium,medium,6.944447726,Not Feasible,13,Travel abroad for holiday
326543,49,long,low,4.85404287,Not Feasible,13,Save for a house down payment
821730,44,short,low,3.42076654,Not Feasible,12,Purchase a smartphone
241946,22,long,medium,8.295169478,Not Feasible,9,Buy a car
687551,46,medium,medium,9.395884953,Not Feasible,14,Take a professional certification course
460180,27,medium,medium,9.419398144,Not Feasible,12,Save for higher education
174164,40,medium,medium,8.0927677,Not Feasible,10,Buy home appliances
99407,42,long,high,12.60334461,Not Feasible,14,Start a business
216329,12,medium,medium,6.603601336,Not Feasible,7,Save for higher education
507165,43,long,high,12.26070089,Not Feasible,14,Save for children's education
596801,33,short,medium,5.371449246,Not Feasible,10,Upgrade clothing
847529,16,short,medium,5.821456691,Not Feasible,8,Pay off a small loan
957783,22,short,medium,6.870590681,Not Feasible,14,Buy fancy shoes
679764,23,medium,high,10.11579643,Not Feasible,7,Buy home appliances
473238,40,long,medium,8.580489095,Not Feasible,7,Save for a house down payment
569486,37,medium,high,12.943169,Not Feasible,9,Buy home appliances
235295,9,short,low,4.566045132,Not Feasible,9,Upgrade clothing
846429,43,short,low,2.50237115,Not Feasible,12,Purchase a smartphone
928071,32,medium,medium,9.660526873,Not Feasible,11,Buy home appliances
988536,30,medium,medium,9.509211058,Not Feasible,9,Build an emergency fund
798611,47,medium,medium,7.687896776,Not Feasible,13,Save for higher education
12019,25,long,medium,6.83406922,Not Feasible,9,Buy a car
615743,27,medium,low,4.597949057,Not Feasible,10,Buy home appliances
750599,25,short,high,14.70510516,Not Feasible,12,Buy fancy shoes
159776,15,short,medium,5.808798606,Not Feasible,9,Go on a vacation
159102,46,long,low,3.73462859,Not Feasible,9,Build a retirement fund
399027,43,medium,high,12.5154697,Not Feasible,10,Buy home appliances
865877,20,long,medium,7.681580849,Not Feasible,12,Invest in a property
869983,37,medium,low,2.207524734,Not Feasible,8,Take a professional certification course
13420,31,short,medium,6.909035649,Not Feasible,10,Go on a vacation
856307,5,medium,medium,5.745047549,Not Feasible,13,Build an emergency fund
188725,48,medium,low,4.616628267,Not Feasible,8,Buy a motorcycle
551028,20,short,medium,7.270196669,Not Feasible,11,Upgrade clothing
337407,9,short,medium,9.187233422,Not Feasible,12,Go on a vacation
640077,22,short,low,2.652273561,Not Feasible,13,Go on a vacation
992063,45,medium,medium,9.322498653,Not Feasible,11,Buy home appliances
553753,38,long,high,10.69707478,Not Feasible,10,Buy a car
454648,48,medium,medium,5.770681742,Not Feasible,12,Buy home appliances
538419,29,long,low,4.963171834,Not Feasible,14,Buy a car
544940,46,medium,medium,5.143912139,Not Feasible,13,Save for higher education
468189,38,medium,medium,5.157623403,Not Feasible,11,Buy home appliances
752403,19,medium,medium,5.526009146,Not Feasible,9,Save for higher education
974651,8,medium,high,10.94531106,Not Feasible,14,Buy home appliances
319815,8,long,medium,5.342449007,Not Feasible,14,Build a retirement fund
255289,29,medium,low,4.851684381,Not Feasible,10,Build an emergency fund
99342,45,short,low,2.904697562,Not Feasible,8,Purchase a smartphone
291315,17,short,low,4.896007629,Not Feasible,10,Upgrade clothing
227201,46,medium,low,4.629315494,Not Feasible,7,Travel abroad for holiday
269820,29,long,medium,8.827356783,Not Feasible,11,Build a retirement fund
196764,7,short,high,10.13506821,Not Feasible,11,Go on a vacation
68541,39,short,low,4.182179475,Not Feasible,14,Buy a laptop
19470,13,short,medium,6.887338031,Not Feasible,14,Go on a vacation
726704,18,medium,high,14.37637649,Not Feasible,11,Travel abroad for holiday
578596,26,short,high,12.76136139,Not Feasible,14,Purchase a smartphone
978143,13,long,low,2.697775275,Not Feasible,12,Build a retirement fund
948830,28,long,medium,8.032371351,Not Feasible,10,Save for a house down payment
145669,27,long,medium,7.65367117,Not Feasible,8,Invest in a property
637128,41,short,medium,8.461147002,Not Feasible,11,Buy a laptop
171860,49,short,medium,6.26821424,Not Feasible,10,Purchase a smartphone
992524,19,long,low,4.969429314,Not Feasible,10,Save for children's education
59477,40,short,high,13.34739806,Not Feasible,12,Upgrade clothing
642549,18,long,high,11.9289214,Not Feasible,12,Save for children's education
636754,24,medium,low,3.768058298,Not Feasible,12,Buy a motorcycle
305215,43,medium,high,12.03902278,Not Feasible,12,Save for higher education
473819,40,medium,high,14.33071174,Not Feasible,10,Take a professional certification course
465139,31,short,low,4.822216283,Not Feasible,8,Buy fancy shoes
80560,21,medium,low,4.726201536,Not Feasible,8,Build an emergency fund
789680,30,medium,high,12.14091894,Not Feasible,8,Save for higher education
795566,45,long,low,2.652590021,Not Feasible,13,Buy a car
460708,8,long,medium,8.0287668,Not Feasible,11,Buy a car
434986,7,long,medium,7.813064737,Not Feasible,11,Build a retirement fund
348906,23,medium,high,10.31999268,Not Feasible,9,Travel abroad for holiday
176471,45,long,low,4.551693562,Not Feasible,9,Save for children's education
524295,44,medium,medium,5.188130461,Not Feasible,9,Buy home appliances
254413,43,short,low,2.106840546,Not Feasible,10,Purchase a smartphone
198511,11,medium,high,13.67290594,Not Feasible,7,Travel abroad for holiday
971919,40,long,high,14.71758468,Not Feasible,13,Invest in a property
940073,23,long,low,4.09445447,Not Feasible,13,Save for a house down payment
536657,16,long,low,4.347731296,Not Feasible,12,Build a retirement fund
382107,24,long,low,4.751769806,Not Feasible,13,Build a retirement fund
238629,42,short,medium,6.62767704,Not Feasible,14,Upgrade clothing
796960,16,short,high,13.07576598,Not Feasible,12,Upgrade clothing
118806,33,medium,high,11.79439187,Not Feasible,12,Build an emergency fund
171386,34,long,medium,8.93706597,Not Feasible,9,Start a business
637267,24,short,medium,8.982786252,Not Feasible,14,Buy fancy shoes
945551,8,short,medium,7.430592493,Not Feasible,8,Upgrade clothing
816180,6,short,high,13.84074759,Not Feasible,11,Purchase a smartphone
45109,34,long,low,3.167739072,Not Feasible,8,Build a retirement fund
548207,27,short,low,4.041431649,Not Feasible,13,Pay off a small loan
319642,10,long,high,11.56322726,Not Feasible,12,Start a business
327952,22,short,high,10.62724973,Not Feasible,12,Upgrade clothing
746152,26,short,low,4.477916072,Not Feasible,12,Upgrade clothing
604729,41,long,medium,5.165781677,Not Feasible,13,Save for children's education
385987,8,long,medium,7.397121246,Not Feasible,13,Invest in a property
516775,47,long,high,14.78143024,Not Feasible,12,Invest in a property
346564,15,short,high,10.00509408,Not Feasible,9,Buy fancy shoes
432122,45,medium,high,14.67622512,Not Feasible,14,Build an emergency fund
379591,39,medium,high,10.44576906,Not Feasible,8,Buy home appliances
474702,15,long,low,3.720794877,Not Feasible,8,Buy a car
76896,38,long,low,3.319059093,Not Feasible,12,Build a retirement fund
113431,13,medium,high,10.98601233,Not Feasible,7,Build an emergency fund
425162,35,medium,low,4.130464518,Not Feasible,10,Buy a motorcycle
581308,46,long,medium,6.468894288,Not Feasible,13,Buy a car
215338,36,long,medium,8.730541277,Not Feasible,12,Buy a car
526915,47,long,high,11.96999445,Not Feasible,11,Save for children's education
818593,39,medium,medium,5.212616102,Not Feasible,14,Buy home appliances
37738,15,medium,high,12.15484003,Not Feasible,11,Travel abroad for holiday
669285,21,medium,low,3.957183541,Not Feasible,7,Buy a motorcycle
411679,40,long,high,10.61016927,Not Feasible,11,Save for children's education
67153,6,short,medium,9.122390801,Not Feasible,9,Pay off a small loan
748308,28,medium,high,13.01369737,Not Feasible,10,Buy a motorcycle
71009,19,short,low,4.714289805,Not Feasible,8,Buy fancy shoes
884370,32,short,low,4.757168468,Not Feasible,11,Upgrade clothing
895978,7,medium,high,14.82814975,Not Feasible,12,Buy a motorcycle
494469,33,medium,medium,7.155294259,Not Feasible,12,Build an emergency fund
706912,49,medium,high,11.67178232,Not Feasible,7,Build an emergency fund
328415,17,long,high,14.24551725,Not Feasible,11,Buy a car
806229,26,short,medium,8.327221469,Not Feasible,8,Upgrade clothing
358274,35,short,high,11.80427986,Not Feasible,9,Purchase a smartphone
81942,11,short,low,4.684879926,Not Feasible,14,Buy a laptop
128065,30,short,low,2.77160397,Not Feasible,11,Pay off a small loan
286109,35,long,medium,9.549939143,Not Feasible,13,Save for children's education
285877,42,medium,low,4.405614498,Not Feasible,13,Buy home appliances
456439,42,medium,low,3.236601177,Not Feasible,10,Buy a motorcycle
399326,8,long,medium,6.788933932,Not Feasible,10,Start a business
529790,39,medium,high,14.41368151,Not Feasible,7,Take a professional certification course
692286,37,short,high,12.42598188,Not Feasible,10,Go on a vacation
694143,7,long,medium,8.836458027,Not Feasible,12,Save for children's education
617648,23,long,medium,8.225031294,Not Feasible,8,Start a business
177466,13,short,high,10.88596023,Not Feasible,11,Pay off a small loan
380522,23,long,low,4.705326562,Not Feasible,12,Save for a house down payment
730156,23,short,high,13.09492958,Not Feasible,11,Go on a vacation
300431,30,long,low,2.977997463,Not Feasible,7,Invest in a property
92104,17,medium,low,3.083761292,Not Feasible,8,Travel abroad for holiday
695796,26,short,medium,6.181355848,Not Feasible,8,Go on a vacation
359060,12,medium,low,3.76459345,Not Feasible,12,Buy home appliances
755692,28,long,medium,5.935553538,Not Feasible,10,Start a business
476783,30,long,low,3.082800746,Not Feasible,7,Buy a car
490699,45,long,high,14.69782585,Not Feasible,10,Build a retirement fund
799620,45,long,low,2.131893271,Not Feasible,14,Start a business
625493,7,long,high,13.60516098,Not Feasible,13,Save for children's education
242321,11,medium,medium,5.672538302,Not Feasible,9,Save for higher education
893781,6,short,medium,6.810214681,Not Feasible,8,Purchase a smartphone
147837,37,long,low,3.720854197,Not Feasible,14,Invest in a property
454842,16,long,high,14.91537826,Not Feasible,13,Buy a car
754067,16,long,low,2.960762433,Not Feasible,13,Build a retirement fund
151879,14,medium,medium,5.956391873,Not Feasible,11,Take a professional certification course
20204,45,long,high,13.12918988,Not Feasible,14,Buy a car
757962,31,long,medium,7.378085083,Not Feasible,8,Save for children's education
723304,22,long,medium,6.30340731,Not Feasible,7,Invest in a property
838552,8,short,low,4.195944274,Not Feasible,11,Pay off a small loan
112903,44,short,low,4.33029207,Not Feasible,13,Buy fancy shoes
425874,27,long,low,4.198413661,Not Feasible,7,Save for children's education
833513,25,short,low,4.502103076,Not Feasible,8,Buy fancy shoes
790975,40,long,medium,8.397295947,Not Feasible,8,Save for a house down payment
569274,34,long,medium,8.417752637,Not Feasible,11,Save for a house down payment
875754,25,short,high,12.21977541,Not Feasible,14,Pay off a small loan
891251,27,short,low,3.73838781,Not Feasible,10,Buy fancy shoes
926447,25,long,high,13.41000138,Not Feasible,14,Build a retirement fund
584592,12,short,low,3.560536705,Not Feasible,10,Go on a vacation
862024,43,short,high,13.43976501,Not Feasible,9,Purchase a smartphone
330692,17,short,high,14.41666263,Not Feasible,10,Go on a vacation
370591,44,medium,low,3.283580879,Not Feasible,7,Travel abroad for holiday
574274,26,medium,low,3.323762456,Not Feasible,12,Build an emergency fund
346239,11,medium,medium,8.8850132,Not Feasible,11,Travel abroad for holiday
101594,28,medium,medium,6.579421554,Not Feasible,10,Travel abroad for holiday
360425,9,medium,low,2.231250659,Not Feasible,8,Buy home appliances
600439,30,long,low,3.147481169,Not Feasible,13,Invest in a property
870030,14,short,low,3.541533195,Not Feasible,9,Buy fancy shoes
824646,15,medium,low,2.836708032,Not Feasible,13,Build an emergency fund
835177,44,short,high,13.36989588,Not Feasible,14,Purchase a smartphone
512939,42,long,high,12.68790013,Not Feasible,10,Save for a house down payment
183620,15,short,high,11.49875745,Not Feasible,12,Purchase a smartphone
151753,34,short,high,10.85671531,Not Feasible,8,Go on a vacation
148056,8,long,medium,8.663017862,Not Feasible,14,Save for a house down payment
168651,6,long,low,2.003139529,Not Feasible,9,Buy a car
887242,17,short,high,11.83148064,Not Feasible,12,Buy fancy shoes
244347,43,short,high,11.56903085,Not Feasible,8,Pay off a small loan
720293,21,long,low,2.365934809,Not Feasible,7,Buy a car
430615,27,medium,high,14.80979336,Not Feasible,10,Travel abroad for holiday
696841,49,medium,high,11.64330199,Not Feasible,10,Take a professional certification course
10944,14,medium,medium,9.252964306,Not Feasible,14,Take a professional certification course
628281,17,medium,high,12.29971883,Not Feasible,13,Buy home appliances
281258,46,short,low,3.745855885,Not Feasible,12,Buy fancy shoes
836278,43,medium,high,12.96963891,Not Feasible,9,Save for higher education
749026,46,medium,medium,7.796459168,Not Feasible,7,Buy a motorcycle
218920,33,long,medium,9.696239646,Not Feasible,8,Build a retirement fund
266805,20,long,low,3.747184027,Not Feasible,10,Buy a car
304740,7,long,medium,9.959094594,Not Feasible,7,Save for children's education
638375,40,long,high,11.73986947,Not Feasible,14,Build a retirement fund
803339,8,short,low,3.860153873,Not Feasible,11,Pay off a small loan
265035,40,short,high,14.72586618,Not Feasible,12,Upgrade clothing
169186,20,short,low,4.019009401,Not Feasible,9,Go on a vacation
821441,45,medium,medium,6.259031994,Not Feasible,8,Take a professional certification course
356990,10,medium,medium,9.186626993,Not Feasible,13,Build an emergency fund
846673,46,short,high,12.62445072,Not Feasible,12,Purchase a smartphone
701085,32,medium,medium,8.637184365,Not Feasible,11,Save for higher education
815428,40,medium,high,10.13104423,Not Feasible,12,Take a professional certification course
409263,27,medium,medium,6.994827235,Not Feasible,9,Travel abroad for holiday
300911,16,medium,medium,8.199322864,Not Feasible,13,Build an emergency fund
288491,46,medium,high,13.38206481,Not Feasible,11,Buy home appliances
112063,35,long,medium,7.687878813,Not Feasible,11,Build a retirement fund
558390,16,short,low,2.121706619,Not Feasible,7,Buy fancy shoes
538551,36,short,medium,9.002458016,Not Feasible,13,Upgrade clothing
380729,29,medium,low,3.892791273,Not Feasible,10,Build an emergency fund
77438,33,medium,low,2.287683237,Not Feasible,8,Travel abroad for holiday
106359,23,long,low,4.593849138,Not Feasible,10,Build a retirement fund
433756,26,short,low,3.871077881,Not Feasible,7,Buy a laptop
664539,28,long,low,4.541974507,Not Feasible,14,Invest in a property
504087,37,long,medium,9.169682065,Not Feasible,10,Buy a car
478942,40,short,medium,8.460419743,Not Feasible,9,Upgrade clothing
466985,49,long,high,11.43252491,Not Feasible,7,Invest in a property
706203,44,long,high,13.86099433,Not Feasible,9,Save for a house down payment
37690,20,short,high,11.64312705,Not Feasible,12,Pay off a small loan
537282,6,short,high,11.70633827,Not Feasible,14,Buy fancy shoes
113533,12,short,low,4.001139681,Not Feasible,7,Go on a vacation
77546,17,long,medium,9.527782283,Not Feasible,9,Invest in a property
410593,34,medium,low,3.338956953,Not Feasible,9,Take a professional certification course
350716,5,medium,high,12.80890834,Not Feasible,8,Travel abroad for holiday
560755,16,medium,low,2.676167812,Not Feasible,11,Save for higher education
780878,11,long,high,13.35059689,Not Feasible,7,Save for a house down payment
665408,18,long,high,11.54000395,Not Feasible,8,Save for a house down payment
178050,46,medium,high,14.43635637,Not Feasible,8,Buy home appliances
519082,39,short,high,10.00947864,Not Feasible,11,Purchase a smartphone
523672,32,short,medium,7.392097146,Not Feasible,9,Purchase a smartphone
844038,16,long,high,14.15760691,Not Feasible,11,Build a retirement fund
894544,44,medium,medium,6.469280178,Not Feasible,12,Buy a motorcycle
607702,28,long,medium,7.425203361,Not Feasible,7,Buy a car
889577,5,long,high,10.52873703,Not Feasible,8,Save for children's education
714582,21,medium,medium,5.579774878,Not Feasible,14,Travel abroad for holiday
582403,42,long,high,13.18640696,Not Feasible,12,Invest in a property
886038,32,short,high,14.04061303,Not Feasible,14,Pay off a small loan
574935,37,short,high,10.30243753,Not Feasible,9,Upgrade clothing
64607,28,medium,high,11.06594321,Not Feasible,13,Save for higher education
460626,49,long,medium,7.153379469,Not Feasible,7,Start a business
31996,10,short,low,4.875078436,Not Feasible,7,Buy a laptop
982425,25,medium,low,2.287564617,Not Feasible,11,Take a professional certification course
93697,49,medium,high,13.81792301,Not Feasible,12,Buy a motorcycle
318166,8,medium,high,13.05756608,Not Feasible,13,Take a professional certification course
836580,37,long,high,12.10171438,Not Feasible,9,Build a retirement fund
602052,14,medium,low,2.879535669,Not Feasible,7,Travel abroad for holiday
888333,40,long,low,3.124536968,Not Feasible,12,Save for children's education
362868,17,medium,high,12.11441693,Not Feasible,11,Build an emergency fund
921198,40,long,medium,9.377143944,Not Feasible,12,Start a business
249190,13,short,medium,9.929859287,Not Feasible,13,Pay off a small loan
18888,35,long,low,4.870004432,Not Feasible,14,Start a business
754026,8,short,medium,5.731420346,Not Feasible,7,Go on a vacation
966663,24,short,medium,5.145054383,Not Feasible,7,Buy a laptop
445413,12,medium,high,11.06394318,Not Feasible,12,Buy home appliances
231432,31,short,medium,6.518107388,Not Feasible,7,Upgrade clothing
371085,40,long,high,12.29739059,Not Feasible,13,Build a retirement fund
951978,13,short,high,12.5622756,Not Feasible,9,Buy a laptop
289477,47,long,high,11.85362273,Not Feasible,9,Save for children's education
511616,28,long,high,14.61986114,Not Feasible,9,Build a retirement fund
570643,41,long,medium,8.624591715,Not Feasible,9,Build a retirement fund
240487,45,medium,low,4.082986081,Not Feasible,9,Travel abroad for holiday
663974,44,long,medium,7.885897999,Not Feasible,10,Save for a house down payment
477119,34,medium,low,3.674324439,Not Feasible,14,Travel abroad for holiday
993762,30,short,low,3.29447422,Not Feasible,8,Upgrade clothing
696505,8,short,high,12.19676467,Not Feasible,10,Upgrade clothing
783890,5,medium,medium,9.696527624,Not Feasible,12,Take a professional certification course
259434,24,short,low,3.76390696,Not Feasible,13,Upgrade clothing
899602,32,short,low,3.244660239,Not Feasible,14,Upgrade clothing
347819,49,short,medium,7.448513532,Not Feasible,13,Buy a laptop
190926,28,short,low,4.788374869,Not Feasible,7,Go on a vacation
601952,32,long,medium,6.727636939,Not Feasible,14,Buy a car
510638,32,short,high,14.98768813,Not Feasible,8,Upgrade clothing
620441,9,long,low,3.163102976,Not Feasible,8,Save for a house down payment
627904,36,short,high,13.96097043,Not Feasible,7,Buy fancy shoes
831717,34,medium,low,2.20410396,Not Feasible,7,Take a professional certification course
266349,25,medium,high,12.0450734,Not Feasible,14,Buy a motorcycle
420749,46,long,low,2.439977532,Not Feasible,8,Save for children's education
960128,20,medium,medium,6.459091496,Not Feasible,13,Buy home appliances
581284,12,long,high,12.02558737,Not Feasible,12,Build a retirement fund
319091,16,short,medium,7.798833204,Not Feasible,8,Go on a vacation
431172,36,medium,low,2.418041302,Not Feasible,7,Travel abroad for holiday
847462,29,long,high,12.2174416,Not Feasible,11,Save for children's education
461813,7,long,high,14.65683737,Not Feasible,13,Build a retirement fund
838875,30,short,low,3.522708776,Not Feasible,7,Purchase a smartphone
662632,40,short,low,2.20323704,Not Feasible,9,Purchase a smartphone
239685,21,medium,low,2.589326283,Not Feasible,13,Save for higher education
337608,31,long,medium,9.007320304,Not Feasible,12,Save for a house down payment
662307,26,short,high,11.52837366,Not Feasible,11,Upgrade clothing
145024,49,medium,high,14.24528115,Not Feasible,10,Buy home appliances
984384,42,long,medium,6.504644477,Not Feasible,12,Save for children's education
193273,39,short,high,12.79529883,Not Feasible,9,Buy fancy shoes
654742,11,medium,medium,7.930348821,Not Feasible,9,Buy a motorcycle
134444,7,medium,medium,8.268235736,Not Feasible,10,Buy home appliances
384319,10,short,low,4.226420368,Not Feasible,11,Purchase a smartphone
314604,17,short,medium,9.979410779,Not Feasible,8,Buy fancy shoes
163868,19,long,high,10.03412461,Not Feasible,10,Save for children's education
172818,30,long,high,13.87690514,Not Feasible,14,Start a business
490001,37,short,low,4.396854525,Not Feasible,7,Buy fancy shoes
10015,19,medium,high,11.06803172,Not Feasible,13,Build an emergency fund
846189,43,short,medium,6.376851195,Not Feasible,8,Buy fancy shoes
167029,45,long,high,12.99562501,Not Feasible,13,Buy a car
615829,18,long,medium,6.050998035,Not Feasible,14,Save for a house down payment
555580,23,short,high,13.01280161,Not Feasible,12,Buy a laptop
394838,32,long,high,10.9055953,Not Feasible,9,Buy a car
172948,28,medium,low,3.664226907,Not Feasible,13,Buy home appliances
726087,45,long,medium,8.946176093,Not Feasible,7,Save for children's education
57046,37,medium,low,4.921574497,Not Feasible,11,Travel abroad for holiday
549105,16,long,low,3.32515696,Not Feasible,7,Buy a car
19759,14,medium,low,3.081640595,Not Feasible,13,Travel abroad for holiday
189504,11,short,low,4.401737497,Not Feasible,13,Go on a vacation
278556,5,medium,medium,6.327020829,Not Feasible,11,Take a professional certification course
460973,19,short,medium,7.253028262,Not Feasible,9,Buy fancy shoes
292648,5,long,high,10.93697734,Not Feasible,9,Build a retirement fund
380644,49,medium,high,13.90642257,Not Feasible,11,Build an emergency fund
280651,24,medium,low,3.254799818,Not Feasible,14,Buy a motorcycle
31050,6,long,medium,8.019838981,Not Feasible,8,Invest in a property
408036,7,long,high,10.80599411,Not Feasible,11,Save for children's education
935339,40,medium,low,4.81180849,Not Feasible,13,Build an emergency fund
496383,20,short,low,4.96739712,Not Feasible,8,Buy fancy shoes
110153,33,long,high,11.95316889,Not Feasible,12,Build a retirement fund
810019,48,medium,medium,9.211415602,Not Feasible,13,Save for higher education
241329,40,long,high,10.72596092,Not Feasible,7,Invest in a property
592020,48,long,high,13.78036518,Not Feasible,8,Build a retirement fund
586209,43,short,medium,9.091593178,Not Feasible,11,Go on a vacation
448715,7,short,high,12.7444874,Not Feasible,10,Go on a vacation
652022,41,short,low,3.715625682,Not Feasible,8,Go on a vacation
926536,48,medium,high,13.9170289,Feasible,8,Buy home appliances
147912,16,long,medium,6.241767598,Not Feasible,11,Buy a car
506586,24,short,medium,5.890138647,Not Feasible,13,Pay off a small loan
992581,27,medium,high,13.70559655,Not Feasible,13,Take a professional certification course
565728,26,short,high,12.45547292,Not Feasible,14,Buy a laptop
569471,36,short,high,14.4331914,Not Feasible,12,Buy a laptop
892604,11,long,low,4.978454239,Not Feasible,12,Save for children's education
667749,26,medium,medium,9.268667596,Not Feasible,10,Take a professional certification course
982580,48,long,low,2.564312868,Not Feasible,12,Start a business
648803,6,short,low,3.333182411,Not Feasible,9,Buy fancy shoes
395327,18,long,low,3.952062861,Not Feasible,13,Buy a car
338443,20,medium,medium,6.474072251,Not Feasible,14,Build an emergency fund
754821,28,short,medium,9.193055932,Not Feasible,7,Buy a laptop
649791,11,short,low,3.339812552,Not Feasible,11,Buy fancy shoes
49023,8,short,medium,5.546269171,Not Feasible,7,Buy fancy shoes
191101,41,short,medium,6.194666135,Not Feasible,14,Purchase a smartphone
312085,45,medium,medium,7.97808024,Not Feasible,10,Save for higher education
457166,9,long,high,13.4219288,Not Feasible,12,Start a business
918109,6,medium,medium,8.491299576,Not Feasible,12,Build an emergency fund
752319,9,short,medium,5.820580043,Not Feasible,9,Go on a vacation
86054,7,medium,medium,8.822540475,Not Feasible,8,Travel abroad for holiday
337507,46,short,low,2.290210236,Not Feasible,13,Buy a laptop
511772,12,short,high,14.77574866,Not Feasible,12,Go on a vacation
596030,30,long,high,13.84982178,Not Feasible,9,Invest in a property
501112,14,short,low,4.104481307,Not Feasible,8,Go on a vacation
579503,38,medium,medium,6.085045657,Not Feasible,8,Buy home appliances
844289,40,medium,medium,5.707405249,Not Feasible,8,Buy a motorcycle
851908,16,long,high,10.73244608,Not Feasible,10,Save for a house down payment
169245,24,long,medium,6.15541082,Not Feasible,7,Invest in a property
412611,33,short,high,14.17595622,Not Feasible,12,Buy fancy shoes
856200,18,short,low,3.98042915,Not Feasible,14,Go on a vacation
251443,9,short,high,14.84003729,Not Feasible,9,Upgrade clothing
487959,31,short,high,10.46355119,Not Feasible,12,Upgrade clothing
113591,8,medium,high,13.52894896,Not Feasible,11,Buy home appliances
259045,33,short,high,14.2639303,Not Feasible,8,Purchase a smartphone
580517,7,long,high,12.40424257,Not Feasible,10,Start a business
954143,37,medium,low,2.176471286,Not Feasible,11,Buy home appliances
908138,34,medium,medium,8.241003834,Not Feasible,14,Buy a motorcycle
72583,40,short,medium,8.106134215,Not Feasible,8,Purchase a smartphone
265931,13,short,high,14.71587546,Not Feasible,10,Pay off a small loan
169996,5,medium,medium,9.123929289,Not Feasible,9,Take a professional certification course
660299,27,long,high,12.72063687,Not Feasible,7,Build a retirement fund
476185,7,short,medium,5.566551942,Not Feasible,7,Go on a vacation
302248,36,medium,medium,5.2773838,Not Feasible,8,Save for higher education
774948,28,medium,medium,9.513543502,Not Feasible,14,Travel abroad for holiday
834026,10,short,medium,7.371610524,Not Feasible,8,Purchase a smartphone
275808,17,long,low,3.925567965,Not Feasible,9,Start a business
806960,19,medium,high,13.58107467,Not Feasible,13,Build an emergency fund
693550,34,medium,high,12.7768058,Not Feasible,13,Buy a motorcycle
731393,16,medium,low,4.584592839,Not Feasible,11,Buy home appliances
464377,44,short,low,2.179935215,Not Feasible,11,Go on a vacation
738537,39,medium,low,4.293128416,Not Feasible,9,Build an emergency fund
662692,32,medium,low,4.287010089,Not Feasible,11,Buy a motorcycle
997683,8,short,low,2.696003695,Not Feasible,9,Purchase a smartphone
211664,11,long,high,10.60272571,Not Feasible,7,Invest in a property
305043,47,medium,low,3.915144475,Not Feasible,8,Buy a motorcycle
867411,20,short,high,11.66250075,Not Feasible,11,Go on a vacation
551529,26,long,high,10.0764799,Not Feasible,8,Invest in a property
842643,49,short,medium,7.196593914,Not Feasible,10,Upgrade clothing
597760,45,long,medium,8.192686385,Not Feasible,9,Invest in a property
215320,29,short,medium,9.588249775,Not Feasible,11,Buy a laptop
41346,7,long,low,3.298418591,Not Feasible,9,Save for children's education
615484,26,long,low,2.432316871,Not Feasible,13,Buy a car
376595,35,short,medium,7.15284075,Not Feasible,14,Purchase a smartphone
742484,41,medium,low,4.292645305,Not Feasible,10,Buy a motorcycle
899340,26,long,medium,5.48455217,Not Feasible,12,Save for a house down payment
445436,31,short,high,10.92822826,Not Feasible,9,Pay off a small loan
159014,6,medium,high,11.37053366,Not Feasible,13,Buy home appliances
845599,26,medium,high,12.28215333,Not Feasible,14,Take a professional certification course
832805,21,short,high,14.58443767,Not Feasible,9,Go on a vacation
863575,24,short,medium,8.824599825,Not Feasible,9,Purchase a smartphone
654911,28,long,high,13.11894444,Not Feasible,13,Start a business
906445,49,short,high,14.03722685,Feasible,10,Purchase a smartphone
12016,35,medium,low,4.648793761,Not Feasible,13,Build an emergency fund
865542,47,short,high,12.31228997,Not Feasible,11,Pay off a small loan
533195,12,medium,high,13.71075617,Not Feasible,10,Take a professional certification course
973813,9,medium,medium,9.624343362,Not Feasible,13,Save for higher education
541562,6,short,low,3.596012417,Not Feasible,8,Buy a laptop
25748,8,medium,low,4.28989895,Not Feasible,10,Travel abroad for holiday
423391,39,medium,low,4.946892708,Not Feasible,13,Travel abroad for holiday
507926,38,long,low,3.417407142,Not Feasible,12,Save for a house down payment
546114,7,medium,medium,8.360370214,Not Feasible,8,Travel abroad for holiday
879440,24,long,medium,7.23316265,Not Feasible,14,Save for a house down payment
663576,13,long,medium,8.578365665,Not Feasible,8,Save for a house down payment
437345,10,long,high,11.93993544,Not Feasible,10,Save for children's education
211081,9,long,low,2.382796063,Not Feasible,13,Invest in a property
785342,45,medium,low,4.664482053,Not Feasible,7,Buy a motorcycle
426706,42,medium,medium,8.556084511,Not Feasible,13,Buy a motorcycle
902055,39,short,low,4.984862581,Not Feasible,10,Pay off a small loan
182507,35,long,high,13.63396681,Not Feasible,11,Buy a car
740377,17,medium,low,4.535182307,Not Feasible,14,Save for higher education
936024,30,long,high,14.78369867,Not Feasible,9,Save for children's education
530140,26,long,low,2.177744534,Not Feasible,8,Buy a car
233023,36,short,low,4.570676961,Not Feasible,13,Pay off a small loan
355250,19,long,medium,5.554128782,Not Feasible,12,Buy a car
727237,15,medium,high,14.39328109,Not Feasible,7,Take a professional certification course
